eventDestinationErrMsg; ;Please check the configuration of destination profile ;;;;;;;;;;;宛先プロファイルの設定を確認して下さい
eventDescription; ;Event description;;;;;;;;;;;イベントの説明
eventFilterIoConfig; ;Pin types are configured in IO Configuration;;;;;;;;;;;IO設定で指定されたピンの種別
eventnotiHighEdge; ;Notify when high;;;;;;;;;;;Highの時通知
eventnotiLowEdge; ;Notify when low;;;;;;;;;;;Lowの時通知
eventnotiHighMs; ;Must be high for (ms);;;;;;;;;;;Highと見なす滞留時間[ms]
eventnotiLowMs; ;Must be low for (ms);;;;;;;;;;;Lowと見なす滞留時間[ms]
eventnotiHighThresh; ;High threshold (V);;;;;;;;;;;High側の閾値[V]
eventnotiLowThresh; ;Low threshold (V);;;;;;;;;;;Low側の閾値[V]
destinationProfile; ;Destination profile;;;;;;;;;;;宛先プロファイル
requiresEmailConfig; ;Requires <a href='/email_client.html' style='color:BLUE'>Outbound email</a> configuration;;;;;;;;;;;Requires <a href='/email_client.html' style='color:BLUE'>Outbound email</a> configuration
event max retry; ;Maximum retry count;الحد الأقصى لعدد مرات إعادة المحاولة;Nombre de tentatives maximum;;;;;;;;;最大再試行回数
eventNotiDest empty; ;Event destination list is empty;;;;;;;;;;;イベント宛先一覧が設定されて居ません
write event to file; ;Write event notification to file;إرسال إعلام الحدث إلى ملف;Donnez votre notification d'événements à déposer;;;;;;;;;イベント通知をファイルに書き出す
event noti logfile; ;Event notification log file;حدث إعلام ملف السجل;Fichier journal de notification de l'événement;;;;;;;;;イベント通知ログ·ファイル
send noti to same dests; ;Send all notifications to the same destination;ترسل جميع الإشعارات إلى نفس الوجهة;Envoyer toutes les notifications à la même destination;;;;;;;;;同じ宛先へのすべての通知を送信します
event noti saved; ;Your Event notification configuration changes were successfully saved and applied;تم حفظها بنجاح حياتك تغييرات التكوين إخطار الحدث وتطبيقها;Vos notification de l'événement modifications de configuration ont été enregistrés et appliqués avec succès;;;;;;;;;変更されたイベント通知設定は、正常に保存、適用されました
event noti type 1; ;Event #1 : Unit powered up;الحدث رقم 1: وحدة بالطاقة;Event # 1: Unité sous tension:;;;;;;;;;イベント＃1：ユニットの電源が入っ
eventNotiType1; ;Unit powered up;وحدة بالطاقة;Unité sous tension;;;;;;;;;本体電源ON
event noti type 2; ;Event #2 : Unit rebooted;الحدث # 2: وحدة تمهيد;Event # 2: Unité redémarré;;;;;;;;;イベント＃2：ユNotification is sent if the router's power source changes between DC and PoE.ニットをリブート
eventNotiType2; ;Unit rebooted;إعادة تمهيد وحدة;unité redémarré;;;;;;;;;本体リブート
event noti type 3; ;Event #3 : Link status change;الحدث رقم 3: تغيير وضع رابط;Event # 3: Lien changement de statut;;;;;;;;;イベント＃3：リンクステータスの変更
eventNotiType3; ;Link status change;تغيير حالة الارتباط;Lien changement de statut;;;;;;;;;リンク　ステータス変化
event noti type 4; ;Event #4 : WWAN IP address change;الحدث رقم 4: تغيير عنوان IP WWAN;Event # 4: changement d'adresse IP WWAN;;;;;;;;;イベント＃4：WWAN IPアドレス変更
eventNotiType4; ;WWAN IP address change;تغيير عنوان IP WWAN;Changement d'adresse IP WWAN;;;;;;;;;WWAN IPアドレス変更
event noti type 5; ;Event #5 : WWAN Registration change;الحدث رقم 5: WWAN تغيير التسجيل;Event # 5: WWAN changement d'enregistrement;;;;;;;;;イベント＃5：WWAN登録変更
eventNotiType5; ;WWAN Registration change;تغيير التسجيل WWAN;WWAN changement d'enregistrement;;;;;;;;;WWAN登録変更
event noti type 6; ;Event #6 : WWAN Cell ID change;الحدث رقم 6: WWAN تغيير ID الخلية;Event # 6: WWAN changement Cell ID;;;;;;;;;イベント＃6：WWANセルIDの変更
eventNotiType6; ;WWAN Cell ID change;WWAN تغيير ID الخلية;WWAN changement Cell ID;;;;;;;;;WWANセルID変更
event noti type 7; ;Event #7 : WWAN technology change;الحدث # 7: WWAN تغيير التكنولوجيا;Event # 7: WWAN changement de technologie;;;;;;;;;イベント＃7：WWAN技術変化
eventNotiType7; ;WWAN technology change;WWAN تغيير التكنولوجيا;WWAN changement de technologie;;;;;;;;;WWANテクノロジ変更
event noti type 8; ;Event #8 : Number of connected Ethernet interfaces change;الحدث # 8: عدد من واجهات الإيثرنت الموصولة;Event # 8: Nombre d'interfaces Ethernet connectés;;;;;;;;;イベント＃8：接続されたイーサネットインタフェース数
eventNotiType8; ;Number of connected Ethernet interfaces change;عدد من واجهات الإيثرنت الموصولة;Nombre d'interfaces Ethernet connectés;;;;;;;;;接続されたイーサネット　インタフェース数
event noti type 9; ;Event #9 : Power source change;الحدث # 9: تغيير مصدر الطاقة;Event # 9: Puissance changement de source;;;;;;;;;イベント＃9：電源変動
eventNotiType9; ;Power source change;تغيير مصدر الطاقة;Puissance changement de source;;;;;;;;;電源ソース変更
event noti type 10; ;Event #10 : Login status;الحدث # 10: حالة تسجيل الدخول;Event # 10: état Connexion;;;;;;;;;イベント＃10：ログイン状態
eventNotiType10; ;Login status;حالة تسجيل الدخول;état Connexion;;;;;;;;;ログイン状態
event noti type 11; ;Event #11 : SD card status changed;;;;;;;;;;;
eventNotiType11; ;SD card status change;;;;;;;;;;;SDカード　ステータス変化
event noti type 12; ;Event #12 : WAN failover instance occured;;;;;;;;;;;
eventNotiType12; ;WAN failover instance occured;;;;;;;;;;;WAN　Failover　インスタンス発生
event noti type 13; ;Event #13 : Number of connected WiFi clients change;;;;;;;;;;;
eventNotiType13; ;Number of connected WiFi clients change;;;;;;;;;;;WiFiクライアント数の変化
event noti type 14; ;Event #14 : Monitored WiFi clients status changed;;;;;;;;;;;
eventNotiType14; ;Monitored WiFi clients status change;;;;;;;;;;;
event noti type 15; ;Event #15 : Digital input change;;;;;;;;;;;
eventNotiType15; ;Digital input change;;;;;;;;;;;ディジタル入力変化
event noti type 16; ;Event #16 : Analog input threshold;;;;;;;;;;;
eventNotiType16; ;Analog input threshold;;;;;;;;;;;アナログ入力閾値
event noti type 17; ;Event #17 : Digital output change;;;;;;;;;;;
eventNotiType17; ;Digital output change;;;;;;;;;;;ディジタル出力変化
event noti type 18; ;Event #18 : Wi-Fi Bridge (WDS) status change;;;;;;;;;;;
eventNotiType18; ;Wi-Fi Bridge (WDS) status change;;;;;;;;;;;
eventNumber; ;Event number;;;;;;;;;;;イベントの数
event noti type 19; ;Event #19 : VPN status change;;;;;;;;;;;
eventNotiType19; ;VPN status change;;;;;;;;;;;
event noti type 20; ;Event #20 : FOTA/DOTA status;;;;;;;;;;;
eventNotiType20; ;FOTA/DOTA status;;;;;;;;;;;
event noti type 21; ;Event #21 : Button settings change;;;;;;;;;;;
eventNotiType21; ;Button settings change;;;;;;;;;;;
hardwareResetSettingsChange; ;Hardware reset settings change;;;;;;;;;;;
event noti type 22; ;Event #22 : VRRP mode change;;;;;;;;;;;
eventNotiType22; ;VRRP mode change;;;;;;;;;;;
event noti type 23; ;Event #23 : USB OTG status change;;;;;;;;;;;
eventNotiType23; ;USB OTG status change;;;;;;;;;;;
event noti type 24; ;Event #24 : GPS GEOFENCE status change;;;;;;;;;;;
eventNotiType24; ;GPS GEOFENCE status change;;;;;;;;;;;
eventID; ;Event ID;;;;;;;;;;;
eventText; ;Event text;;;;;;;;;;;
event noti type 1 desc; ;Notification is sent when the unit is  powered up through connection of a power source or after a soft-reset.;يتم إرسال إعلام عندما يتم تشغيل وحدة من خلال اتصال من مصدر للطاقة أو بعد إعادة تعيين لينة.;La notification est envoyée lorsque l'appareil est sous tension grâce à la connexion d'une source d'alimentation ou après un soft-reset.;;;;;;;;;パワーアップ通知：電源が接続されたか、ソフトリセットの後、システムがパワーアップした場合
event noti type 2 desc; ;Notification is sent when the unit is rebooted via the Web UI, SMS diagnostics or via command line/telnet session.;يتم إرسال إشعار عند إعادة تشغيل وحدة عن طريق واجهة المستخدم على الويب، والتشخيص SMS أو عن طريق القيادة الجلسة خط / التلنت.;La notification est envoyée lorsque l'appareil est redémarré via l'interface Web, les diagnostics de SMS ou via la commande session de ligne / telnet.;;;;;;;;;再起動通知：Web_UI、SMSの診断メッセージ、コマンドライン(CLI)/Telnetの何れかにより、再起動した場合
event noti type 3 desc; ;Notification is sent if the status of the data connection profile or any IPSec/OpenVPN/PPTP/GRE tunnel endpoint changes i.e. the link goes up or down.;يتم إرسال إشعار عند إعادة تشغيل وحدة عن طريق واجهة المستخدم على الويب، والتشخيص SMS أو عن طريق القيادة الجلسة خط / التلنت.;La notification est envoyée lorsque l'appareil est redémarré via l'interface Web, les diagnostics de SMS ou via la commande session de ligne / telnet.;;;;;;;;;端点変更通知：データ接続プロファイル、IPSec/OpenVPN/PPTP/GREトンネル等の端点が変更された場合
event noti type 4 desc; ;Notification is sent if an active data connection profile's WWAN IP address changes.;يتم إرسال إشعار إذا تغير عنوان IP WWAN ملف تعريف اتصال البيانات النشط.;Une notification est envoyée si les changements d'adresse IP WWAN d'un profil de connexion de données active.;;;;;;;;;WWAN　IPアドレス変更通知：アクティブなデータ通信で、本機に払い出されたIPアドレスに変更が有った場合
event noti type 5 desc; ;Notification is sent if the network registration status changes between "registered", "unregistered" or “roaming”.;يتم إرسال إشعار إذا تغير حالة التسجيل شبكة بين "مسجلة"، "غير مسجلة" أو "التجوال".;Une notification est envoyée si les changements de statut d'enregistrement de réseau entre «enregistré», «non inscrite» ou «roaming».;;;;;;;;;ネットワーク登録状態変更通知：WWANへの登録、未登録、ローミング状態が相互に変化した場合。
event noti type 6 desc; ;Notification is sent if the router connects to a different cell, marked by a change in the Cell ID. ;يتم إرسال إشعار إذا كان جهاز التوجيه يربط إلى خلية مختلفة، تميزت تغيير في ID الخلية.;Une notification est envoyée si le routeur se connecte à une cellule différente, marquée par un changement de l'ID de cellule.;;;;;;;;;特定セルIDへの変更通知：本機が接続して居るセルIDが、マークされたセルIDに変更された場合。
event noti type 7 desc; ;Notification is sent if the router connects to a different network technology, e.g (4G/3G/2G);يتم إرسال إشعار إذا كان جهاز التوجيه يربط إلى خلية مختلفة، تميزت تغيير في ID الخلية.;Une notification est envoyée si le routeur se connecte à une cellule différente, marquée par un changement de l'ID de cellule.;;;;;;;;;ネットワークテクノロジ変更通知：利用しているネットワークテクノロジに変更が有った場合（2G/3G/4G etc.）
event noti type 8 desc; ;Notification is sent if there is a change to the number of directly connected Ethernet interfaces.;يتم إرسال إشعار إذا كان هناك تغيير في عدد من واجهات إيثرنت متصلا مباشرة.;Une notification est envoyée si il ya un changement au nombre d'interfaces Ethernet directement connectés.;;;;;;;;;LANクライアント数変更通知：直接接続されたLANインターフェイス　クライアント数が変わった場合
event noti type 9 desc; ;Notification is sent if the router's power source changes between DC and PoE (if supported).;يتم إرسال إشعار إذا كان مصدر القوة الموجه يتغير بين العاصمة وبو (إذا كان معتمدا).;Une notification est envoyée si la source d'alimentation du routeur change entre DC et PoE (si supporté).;;;;;;;;;パワーソース変更通知：電源が、ACアダプタ、PoE（サポートされている場合）間で、相互に変わった場合
event noti type 10 desc; ;Notification is sent when the root or admin account logs in, fails to log in (e.g. authentication failure), logs out manually or logs out by session timeout.;يتم إرسال إعلام إذا كان هناك فشل في تسجيل الدخول إلى جهاز التوجيه عبر واجهة المستخدم على الويب.;Une notification est envoyée si il a été un échec pour vous connecter au routeur via l'interface utilisateur Web.;;;;;;;;;WebUIログイン失敗通知：WebUIを介した、ログインが失敗した場合
event noti type 11 desc; ;Notification is sent when the SD card is inserted or removed;;;;;;;;;;;SDカード状態変更通知：SDカードの状態が変わった場合
event noti type 12 desc; ;Notification is sent if the WAN connection fails over between WAN interfaces;;;;;;;;;;;WANフェイルオーバー通知：WWANでフェイルオーバー実際に発生した場合
event noti type 13 desc; ;Notification is sent if there is a change to the number of authenticated wireless connected clients;;;;;;;;;;;WiFiクライアント数変更通知：WiFiクライアントの数が変わった場合
event noti type 14 desc; ;Notification is sent when a monitored WiFi client is connected or disconnected;;;;;;;;;;;
event noti type 15 desc; ;Notification is sent when a digital input pin changes state for the time configured in the filter;;;;;;;;;;;ディジタル入力変化通知：フィルタ設定された一定時間に渡り、ディジタル入力のレベルが変化した場合
event noti type 16 desc; ;Notification is sent when an analog input crosses a threshold for a given time. Threshold and time are configured in the filter ;;;;;;;;;;;アナログ入力変化通知：アナログ入力が閾値を超えて、一定時間、一方に滞留した場合。閾値と時間はフィルタで設定する。
event noti type 17 desc; ;Notification is sent when a digital output pin changes state for the time configured in the filter;;;;;;;;;;;ディジタル出力変化通知：フィルタ設定された時間に渡り、ディジタル出力のレベルが変化した場合
noti clients sel; ;Notification sent via:;تبليغ عن إرسالها عبر:;Notification envoyée par:;;;;;;;;;通知を介して送信される:
event noti type 18 desc; ;Notification is sent when Wi-Fi Bridge (WDS) connection is established or disconnected;;;;;;;;;;;
event noti type 19 desc; ;Notification is sent when VPN status is changed;;;;;;;;;;;
event noti type 20 desc; ;Notification is sent for FOTA/DOTA result;;;;;;;;;;;
email address; ;Email address;عنوان البريد الإلكتروني;Adresse e-mail;;;;;;;;;電子メールアドレス
event noti type 21 desc; ;Notification is sent when there is a change of button settings;;;;;;;;;;;
hardwareResetSettingsChangeDesc; ;Notification is sent when there is a change of hardware button settings;;;;;;;;;;;
event noti type 22 desc; ;Notification is sent when VRRP mode changes between master and slave;;;;;;;;;;;
event noti type 23 desc; ;Notification is sent when a USB device is connected or disconnected;;;;;;;;;;;
event noti type 24 desc; ;Notification is sent when leaving or entering a Geofence radius;;;;;;;;;;;
emailAddressEmpty; ;Warning! The email address is empty.;;;;;;;;;;;
invalidEmailAddr; ;Invalid email address.;;;;;;;;;;;不正なEmailアドレスです
invalidDestName; ;Destination name contains invalid character(s).;;;;;;;;;;;
notUniqueDestName; ;Destination name is not unique.;;;;;;;;;;;
sms address; ;SMS address;عنوان SMS;Adresse SMS;;;;;;;;;SMSアドレス
client setting warning01; ;Both of destination address and port should be set or empty.;كل من عنوان الوجهة والميناء shoule يتم تعيين أو فارغة.;Tant d'adresse de destination et le port de Shoule être réglé ou vide.;;;;;;;;;宛先アドレスとポートは、両方を指定するか、空にして下さい
100-10000; ;100-10000;100-10000;100-10000;;;;;;;;;100 - 10000
field100and10000; ;Please specify a value between 100 and 10000;يرجى تحديد قيمة بين 100 و 10000;S'il vous plaît spécifier une valeur comprise entre 100 et 10000;;;;;;;;;100〜10000のの範囲で値を指定してください
event noti status; ;Event notification status;الحدث حالة الإخطار;Événement état ​​de notification;;;;;;;;;イベント通知のステータス
update event noti; ;Update event notification history;تاريخ التحديث إخطار الحدث;Mettre à jour l'événement historique de la notification;;;;;;;;;更新イベント通知履歴
sent event noti count; ;Event count;عد الحدث;Compte de l'événement;;;;;;;;;イベント数
event noti history; ;Event notification history;التاريخ إعلام الحدث;L'histoire de la notification de l'événement;;;;;;;;;イベント通知履歴
download event noti; ;Download event notification history;تاريخ التحميل إعلام الحدث;Télécharger l'historique de notification d'événements;;;;;;;;;イベント通知の履歴をダウンロードする
event noti log; ;Event notification log;الحدث سجل الإخطار;Notification journal des événements;;;;;;;;;イベント通知ログ
